sha256,file_size,packed,local_score,intel_score,score,heuristic_score,cfg_nodes,cfg_edges,cfg_cyclomatic,cfg_max_depth,cfg_avg_depth,cfg_loop_count,cfg_scc_count,strings_total_count,strings_b64_count,api_risk_score,platform,family,source
b9047ded41187be3c15d0d183e4fdd3d38c8f2fe16dcc495a68d12e5c7ff0f8c,1439738,0,22.0,0.0,22.0,22.0,6,10,6,6,2.5,0,6,3503,56,8.0,Android,Kimwolf,MalwareBazaar
b9abdf181a8746c43cd3665ce5c45ff33ddb8916b400454a26b2cb3e346bc194,56320,0,12.0,0.0,12.0,12.0,21,27,8,21,7.9524,0,21,382,17,0.0,Windows,Win.Generic,MalwareBazaar
b9de8a6dfc4d7d04b31b9ad025430854e0c68e6bbe2e51b7344128d8f4f492f6,1691136,1,59.0,0.0,59.0,59.0,168,237,71,168,57.0,0,168,4780,156,86.0,Windows,PhantomStealer,MalwareBazaar
b45d65f3bc682539ccebd90d783974d6c58e0a759c76888698a4f0031b1bb9dd,8391320,1,74.0,0.0,74.0,74.0,159,213,56,159,57.1069,0,159,34167,874,46.0,Windows,ACRStealer,MalwareBazaar
b58feae5380a19b70a67c6885f567ca82104fd5567cc0e6088ec3000f681172c,1644032,1,47.0,0.0,47.0,47.0,152,196,46,152,57.1316,0,152,3183,31,30.0,Windows,DarkSideRAT,MalwareBazaar
b6dac05e61ee711e5e56ab6dea94ae3d400897ecc76544a0c6fd9817ac91ec88,312320,1,33.0,0.0,33.0,33.0,83,110,29,83,30.5301,0,83,1551,20,6.0,Windows,Emotet,MalwareBazaar
b7a478e7776d7f54b9c39bb03b685ab5892d4d802954b08443d5678319c81f76,169411,0,27.0,0.0,27.0,27.0,58,85,29,58,19.1207,0,58,389,22,50.0,Windows,Floxif,MalwareBazaar
b7fa1e5cefb7f5ad367271f29bde8558566c17da169b5dac797c79beb3fc4531,74752,0,12.0,0.0,12.0,12.0,24,30,8,24,9.3333,0,24,1166,253,0.0,Windows,AsyncRAT,MalwareBazaar
b841402ba599fba5dc3b4775aa53e26445a49c4d7df1fa8e64d26c4cc16c5083,383488,1,23.0,0.0,23.0,23.0,61,67,8,61,27.3279,0,61,669,1,26.0,Windows,Emotet,MalwareBazaar
b1a8941063751656e11bbc6ab44d348cd6795d51bfc890424595c4ac76e52013,5416035,0,39.5,0.0,39.5,39.5,11,20,11,11,3.7273,0,11,10183,39,0.0,Android,SpyNote,MalwareBazaar
b3c1d5fc273d19556b09f935b9b09b782b113b98a8a010ebcbb5de5bfce77e67,169080,0,34.0,0.0,34.0,34.0,15,34,21,15,4.1333,0,15,272,1,12.0,Android,CECbot,MalwareBazaar
b40f5ba66686797e3bb726660c4cb9a8e063d403b80e0e7449772a446427e106,2827264,0,53.0,0.0,53.0,53.0,148,187,41,148,57.3378,0,148,16410,311,38.0,Windows,Win.Suspicious.Generic,MalwareBazaar
b14796f548ec07d8946491ba268f4d4cca035d1f47ef262f8e39eaa921a9f30d,2134297,1,26.0,0.0,26.0,26.0,133,149,18,133,58.6767,0,133,13676,2224,16.0,Windows,Emotet,MalwareBazaar
b1586fa715a867e6c983818cd9e07fa6123d444a263b410de6fba5e97319fad2,365568,0,14.0,0.0,14.0,14.0,59,65,8,59,26.339,0,59,4438,258,0.0,Windows,SheetRAT,MalwareBazaar
afaab76f446dc734de64c1d94e0dd1ae850a01c69fde12ccb98bacb98df82e9d,15696939,0,39.5,0.0,39.5,39.5,48,75,29,48,14.875,0,48,28930,31,12.0,Android,Android.Riskware.Installer,MalwareBazaar
b1d12e87ce9cda9056644c162768ff0d4eda80cf43a1d74875657233dad64928,543744,0,16.0,0.0,16.0,16.0,81,87,8,81,37.2469,0,81,3360,107,0.0,Windows,DarkTortilla,MalwareBazaar
b375e37ee678d8fa056e06cfeccbe1077d517365a46981a811adb637ba5c838c,775917,1,39.0,0.0,39.0,39.0,153,185,34,153,62.0,0,153,4502,120,32.0,Windows,Emotet,MalwareBazaar
af25f41c391b829095850fd1d4f2ca3765c330610d596b0a5a86efbb836d700f,829440,0,35.0,0.0,35.0,35.0,4850,6298,1450,82,34.7317,9,407,3690,54,6.0,Windows,Win.Generic,MalwareBazaar
b0e1beb8efa31915bb0391e97993f6a6774feda87f1b61d67f9d3c8bb6308b12,1716736,0,20.0,0.0,20.0,20.0,10,11,3,10,4.5,0,10,9658,150,0.0,Windows,ACRStealer,MalwareBazaar
af286b9259c6b1ef24457a9de39fcd9f961f7521d063fbd47135af20a7f601d5,1561088,1,31.0,0.0,31.0,31.0,111,117,8,111,52.1802,0,111,4307,239,0.0,Windows,DCRat,MalwareBazaar
a4c267819d38e8c1e85e1764115032db61bf8985711d4a5a3384891404a176fe,7704494,0,58.0,0.0,58.0,58.0,31,42,13,31,11.3548,0,31,13272,122,12.0,Android,Android.Trojan.Overlay,MalwareBazaar
a4e1a5b0197b59eb99538327584f8294e81259fd704c281469ec6b7ab7a2c046,5410089,1,37.0,0.0,37.0,37.0,135,158,25,135,57.1556,0,135,9957,27,12.0,Windows,Emotet,MalwareBazaar
a549cf015c44ad2571cacf2820869e00b44fab9ca95b002a7bdc27e7848e533f,880128,1,65.0,0.0,65.0,65.0,133,158,27,133,55.3684,0,133,3178,40,34.0,Windows,Emotet,MalwareBazaar
a5a00f206182c8e732f580b520af49f2b5a33c93676f15e8eadb5d1eba6ed497,821248,1,31.0,0.0,31.0,31.0,111,117,8,111,52.1802,0,111,1880,24,0.0,Windows,Emotet,MalwareBazaar
a6964b245e70a97f8633616ede2122a72b6e159a70874beb1d8b3aba26b510dc,383488,1,23.0,0.0,23.0,23.0,61,67,8,61,27.3279,0,61,645,1,26.0,Windows,Emotet,MalwareBazaar
a6fc0d90ecf6a9b8904c9c0a326b034ceaafb715054b9ca52272c9f55baedb5e,638464,1,44.0,0.0,44.0,44.0,118,144,28,118,47.2797,0,118,1786,22,30.0,Windows,Socks5Systemz,MalwareBazaar
a9c7e502c49b3fe1d23e124f15ffbd7a42e9646ba46ae00669db60ff7d46a6e0,3584,0,5.0,0.0,5.0,5.0,16,22,8,16,5.75,0,16,42,3,0.0,Windows,Win.Generic,MalwareBazaar
a7d32bdbb4d6f252707a1a16e14148a51959bc6bc68a2719742337f8a52ff179,1114624,1,38.0,0.0,38.0,38.0,120,138,20,120,51.4167,0,120,1853,21,32.0,Windows,Emotet,MalwareBazaar
aa0cbe599839db940f6cc2f4ca1383dbb9937b8c7dd6460847c983523cd63c39,491703,1,34.0,0.0,34.0,34.0,76,83,9,76,34.7632,0,76,1408,5,32.0,Windows,Emotet,MalwareBazaar
abe40b94157ba52d6f3c588b22f745954f1bb80188cb912b14457a998407eac1,348160,0,22.0,0.0,22.0,22.0,100,143,45,100,33.56,0,100,815,21,0.0,Windows,DarkSideRAT,MalwareBazaar
aaaa89488caf328bea8e56fa95cae69124a561ec97594b686c93cfdd24f13e96,1102717,0,53.0,0.0,53.0,53.0,23,47,26,23,6.3478,0,23,1447,0,0.0,Android,Katana,MalwareBazaar
acabefc5923cee3030c68a69a356b2bfbdda0b55e14c088694995f1737793fa5,40448,0,13.0,0.0,13.0,13.0,452,524,74,21,11.0,12,343,89,0,38.0,Windows,Heodo,MalwareBazaar
ac8e3f0dee44c2daa3fab6917ce4389d25941b39ee17142497268fda113ff101,1316866,0,21.0,0.0,21.0,21.0,172,233,63,172,61.2674,0,172,2511,90,32.0,Windows,Emotet,MalwareBazaar
ae87e247ec3b1fb23412297b90473a1641fb4ce0d5142b92da4b07283996ed88,1292026,0,30.0,0.0,30.0,30.0,10,19,11,10,3.2,0,10,1961,24,4.0,Android,JackSkid,MalwareBazaar
a2c509d0b0fcee3bc503bd12986da2d29c74ebcd37abb1af8988f7f26382663d,5026568,0,30.0,0.0,30.0,30.0,6,11,7,6,2.3333,0,6,13916,268,0.0,Android,Android.Suspicious.Generic,MalwareBazaar
a26c07ad66b966d3c610ff11ee594dd0b14c332a57f66ce3d32610191176ceb0,12150187,0,26.0,0.0,26.0,26.0,17,29,14,17,5.2941,0,17,25414,342,8.0,Android,Joker,MalwareBazaar
a3f487bbe5ac9a9eb3556e9612c7a16177ea2767783e9401a6643765b1ee39b3,197627,0,10.0,0.0,10.0,10.0,6,9,5,6,2.5,0,6,219,1,30.0,Android,Arsink,MalwareBazaar
a45317c374d54e322153afd73f0e90f1486638d77b7fd85746d091071bbecd59,188416,1,30.0,0.0,30.0,30.0,39,46,9,39,16.5128,0,39,573,5,22.0,Windows,Emotet,MalwareBazaar
a38855faacdedfd1f5db37de625aa64b6d02bab6d018ddb46389023ffd13cc53,3806208,1,38.0,0.0,38.0,38.0,135,159,26,135,56.3481,0,135,6849,25,32.0,Windows,SalatStealer,MalwareBazaar
a4b07204b33173093041072e00e88d0083c88b88f634561aabe46ec8992f9332,406528,1,29.0,0.0,29.0,29.0,64,70,8,64,28.8125,0,64,1118,30,0.0,Windows,Emotet,MalwareBazaar
9c97d3197c004bc0b28561209d29a4d79703812a790a6f5ed6cbd62542b05371,11651730,0,39.5,0.0,39.5,39.5,82,108,28,82,30.061,0,82,25764,341,8.0,Android,Joker,MalwareBazaar
a2b1bbcb751968a7d851e85184b1a4496a69f81f82f7a88f8b68fdd3842de8f6,128000,0,24.0,0.0,24.0,24.0,54,77,25,54,18.3889,0,54,816,19,40.0,Windows,Win.Generic,MalwareBazaar
a0a8857e8a65c05778cf6068ad4c05ec9b6808990ae1427e932d2989754c59a4,203776,0,13.0,0.0,13.0,13.0,74,98,26,74,26.9595,0,74,153,3,10.0,Windows,AdaptixC2,MalwareBazaar
a12a1b3fd111b6ad03f830176b8742c7aead54a2a137d7944c2b067c04196cf5,829440,0,16.0,0.0,16.0,16.0,111,117,8,111,52.1802,0,111,6595,949,0.0,Windows,Win.Generic,MalwareBazaar
a14c14f00c09d47c7d8d74d6c3f718c4fd74d0812ca39cd10860d402885a61e4,2060416,0,30.0,0.0,30.0,30.0,145,168,25,145,62.0759,0,145,5451,282,16.0,Windows,CryptOne,MalwareBazaar
9fb8a940492ee6095a24b4a34ecfa252a515fb681f16636a8f00b1e0e7d47fe2,780761,0,10.0,0.0,10.0,10.0,6,9,5,6,2.5,0,6,1679,2,30.0,Android,Arsink,MalwareBazaar
9c4315dad05f9f70982630ff023a6073d6badaed840130ce1342ca9ebf3bb5d1,3003191,0,18.0,0.0,18.0,18.0,11,17,8,11,3.8182,0,11,10854,270,0.0,Android,Android.Generic,MalwareBazaar
9e22f04ea9205b5c5cb910ef9be7709b38b189a3d34384baacff53c754ce95bb,384512,1,23.0,0.0,23.0,23.0,61,67,8,61,27.3279,0,61,685,1,26.0,Windows,Emotet,MalwareBazaar
9e3a497a827876ab6b91eb532b3706f9ba4c0c22c86c9c049f21bb5add78bc36,286720,0,14.0,0.0,14.0,14.0,50,56,8,50,21.9,0,50,236,11,0.0,Windows,Emotet,MalwareBazaar
9eb79fff3b28dec8d404a6713b8e6a60535805c6e7d84c7e8ac9bdff5d1592cf,517565,0,45.0,0.0,45.0,45.0,11,23,14,11,3.4545,0,11,1987,55,8.0,Android,Android.Trojan.Overlay,MalwareBazaar
9efe4963f077696de97b18cff579bc0a7a317d7d533f92b014e47914d09cd3bd,940344,1,47.0,0.0,47.0,47.0,142,174,34,142,56.6549,0,142,2031,63,22.0,Windows,RemcosRAT,MalwareBazaar
a082e8c86a206f9e660c51c356fcf7804b0bac08951a7c55e06f13f5ae3cf1ae,1140736,1,59.0,0.0,59.0,59.0,168,237,71,168,57.0,0,168,3837,156,86.0,Windows,AgentTesla,MalwareBazaar
96cae9b475acfad02e5ebfcf3238974ec7ea01b4bb9046a1d69fa459616f2682,3265024,0,26.0,0.0,26.0,26.0,111,117,8,111,52.1802,0,111,20007,2067,0.0,Windows,QuasarRAT,MalwareBazaar
9af7541070c25f79e2366e02f5ea1adc762e51f01ba9821261242e166ab46dcc,3898880,1,57.0,0.0,57.0,57.0,159,199,42,159,61.9057,0,159,8917,594,50.0,Windows,Win.Packed.Generic,MalwareBazaar
9b545f2972a9962e46f3cd9f44931e267780211b04fd871a2907edda042f69af,4938240,0,20.0,0.0,20.0,20.0,2,1,1,2,1.5,0,2,4738,159,32.0,Windows,ACRStealer,MalwareBazaar
9c5516df77f3f4df40ba50112cf59822b49f909b7fd9dafc322a0dd62dc2e95b,3584,0,0.0,0.0,0.0,0.0,21,30,11,21,7.4286,0,21,20,0,0.0,Windows,Worm.Ramnit,MalwareBazaar
92871cbed3b8b6a65b0e50df893c015e6508572d7cde49b0a99ec61449a11d1e,4649522,0,56.5,0.0,56.5,56.5,23,43,22,23,6.7391,0,23,10599,102,4.0,Android,Android.Trojan.Overlay,MalwareBazaar
930084fcddfa8cf8a0db97413e824e5ef0b818ddc0b2af0db298563615bafb10,4452864,1,41.0,0.0,41.0,41.0,153,194,43,153,59.0196,0,153,19284,414,40.0,Windows,ValleyRAT,MalwareBazaar
959cceef4f8294a4b950aa279840954d3568fb196736defd74a844897d15676a,813874,0,23.0,0.0,23.0,23.0,135,158,25,135,57.1556,0,135,1934,20,26.0,Windows,njrat,MalwareBazaar
951c94809aa6c7ab587125f9d4df30fa6a49ee0cbba76a4b7ceedaaa0e5dcd36,3425931,0,39.0,0.0,39.0,39.0,12,26,16,12,3.5,0,12,5293,7,0.0,Android,Kimwolf,MalwareBazaar
98e9d4c596767f809f9113f89dbb485149bdaad7a15b3e5d8e6f5dede067ce7d,207872,0,15.0,0.0,15.0,15.0,9,8,1,9,5.0,0,9,627,65,0.0,Windows,CobaltStrike,MalwareBazaar
927ba539c524f8b7d6adef353d403730c6b3c3d9c5b949723b55d79a3b898543,4081664,1,36.0,0.0,36.0,36.0,159,191,34,159,64.9245,0,159,6786,14,22.0,Windows,Emotet,MalwareBazaar
8f6fb1e3f8c52a5e4d17836f3b018bff075924bfa1b2b469e4640d4b77b31129,15528960,1,88.0,0.0,88.0,88.0,159,213,56,159,57.1069,0,159,58607,2452,46.0,Windows,ACRStealer,MalwareBazaar
9165bc75e1a727c886b97c5dd3bdc42ed33d22f2895e8a830b94bd27fdeec2eb,5410086,1,37.0,0.0,37.0,37.0,135,158,25,135,57.1556,0,135,9907,27,12.0,Windows,Emotet,MalwareBazaar
911a4881341dc12dd59004e9133e8c0262dfb5ff5ed8c7f11f58367df65477bf,127488,0,13.0,0.0,13.0,13.0,582,684,104,38,18.8684,11,346,291,1,38.0,Windows,Heodo,MalwareBazaar
911d6563a5d67d135bc5e8c15ed2959411dda43c9de7c71f783298c04fef301b,58880,0,13.0,0.0,13.0,13.0,579,682,105,38,19.0263,11,345,132,1,38.0,Windows,Heodo,MalwareBazaar
8bfb283f8c52d7ff452c20957aaf939de6235b138771415cafc75851bc08ed7d,5763462,0,33.0,0.0,33.0,33.0,165,205,42,165,64.8,0,165,9695,179,38.0,Windows,OffLoader,MalwareBazaar
8c6973b9fc0f633310a2ff93b21ae85e6ed21f509b934d7548d7b7d6051d76da,180269,0,35.0,0.0,35.0,35.0,68,108,42,68,20.2941,0,68,615,45,30.0,Windows,Emotet,MalwareBazaar
8e9a315d42bbaed959f67c5457b11a4866a10b41663859bf868b17de1b6713a1,148992,0,11.0,0.0,11.0,11.0,41,57,18,41,14.1951,0,41,807,24,32.0,Windows,Win.Generic,MalwareBazaar
8e9c6aa5ea90ddd2c3199128e41de82c4d406b3d2d32ba34cf9d6b1f9c5a8f26,292151,0,10.0,0.0,10.0,10.0,6,9,5,6,2.5,0,6,605,2,30.0,Android,Arsink,MalwareBazaar
8c074302c958da156585c02265d99c984b79998ca87ae20bdea4710056bcfe21,5344256,1,69.0,0.0,69.0,69.0,159,213,56,159,57.1069,0,159,22239,216,46.0,Windows,ACRStealer,MalwareBazaar
8314ece95207ff28466d4fc8bf6cef22cc6e28fef47e9bede381b502f038b552,8680367,0,48.5,0.0,48.5,48.5,47,115,70,47,10.0213,0,47,21392,267,20.0,Android,Arsink,MalwareBazaar
86a5b8ece539b7a3093df6a734ff25f2ff3803096be2fee97d14d0c605fbbedd,58368,0,13.0,0.0,13.0,13.0,491,571,82,35,17.4857,12,341,136,1,38.0,Windows,Heodo,MalwareBazaar
89f57920aba3461bc035efd5678cc9e09b8fd36f2678c2ec326e3abcfac53d0d,58368,0,13.0,0.0,13.0,13.0,579,682,105,38,19.0263,11,345,147,1,38.0,Windows,Heodo,MalwareBazaar
8a65397ead6fe14c3bf0cbb52cce78e6e89827384fe303dc580f2721c99dd605,1087488,0,29.0,0.0,29.0,29.0,139,171,34,139,55.2014,0,139,2860,85,30.0,Windows,Amadey,MalwareBazaar
8afc54bfa6613c2f6012be11a2941cd2444a26e8cd10b0afd767e7476f58806f,69632,0,10.0,0.0,10.0,10.0,29,43,16,29,9.4828,0,29,277,4,0.0,Windows,Emotet,MalwareBazaar
8b07fca15e1a89b27c6d2ac8508b36315ac56683555bf962e793a6131ab97e4e,597692,0,30.0,0.0,30.0,30.0,10,20,12,10,3.2,0,10,1088,30,0.0,Android,JackSkid,MalwareBazaar
7b68d452bf402df7e3a0f04bc59e36dfee84800bfc0595fbf602f3f621c883c1,34725213,0,73.0,0.0,73.0,73.0,220,263,45,220,90.8,0,220,109218,750,4.0,Android,Joker,MalwareBazaar
822b541df8d54222c91889c923a65c7aff28ec372f211392213dd93d43d30c2a,15750763,0,41.0,0.0,41.0,41.0,49,67,20,49,17.2449,0,49,35465,167,8.0,Android,Android.Riskware.Installer,MalwareBazaar
825c433a93885727599aa9ce2d1b92074bfb4b12cdb390588cfccce36079c581,18432,0,42.0,0.0,42.0,42.0,35,55,22,35,10.7714,0,35,180,10,16.0,Windows,Phorpiex,MalwareBazaar
8043fce8f83dc87396532c20107397ebf5889f802cb588d26bbf0822b39ed27a,695976,0,35.0,0.0,35.0,35.0,164,226,64,164,56.939,0,164,2894,128,32.0,Windows,Emotet,MalwareBazaar
814cd115a30c5b4bfbb276524774a3ad2396e7f346c9f083983131b3e08200d2,782638,0,78.0,0.0,78.0,78.0,35,71,38,35,9.3143,0,35,3566,73,4.0,Android,SpyNote,MalwareBazaar
8166dfba7fd0b4ad44c8bc91cc0e98fa06b8912e3fca2093900eb58ba79d22d4,2441463,0,41.0,0.0,41.0,41.0,6,12,8,6,2.1667,0,6,6871,69,8.0,Android,BankBot,MalwareBazaar
7e17e9de1f6643f57b6cda4a921b025a9caf5689728b0af2f653887f41e2c318,4047872,1,22.0,0.0,22.0,22.0,132,148,18,132,58.1818,0,132,5330,4,12.0,Windows,Emotet,MalwareBazaar
7f69d97eb87360953ececb7d8cce0bfb175910b74fd9f139932086b260aa07b3,3756780,0,63.0,0.0,63.0,63.0,35,60,27,35,10.2,0,35,16326,313,12.0,Android,LazarusStealer,MalwareBazaar
7b316fc790e70e41b0c4a84021aaf6616826e0f9d8e1b114290ae9c797653999,8828928,1,29.0,0.0,29.0,29.0,111,117,8,111,52.1802,0,111,15707,200,0.0,Windows,CoinMiner,MalwareBazaar
7c7c027baabad9e9adfc97b05a53bea249995dd94b01777fd41d890f79525612,86016,0,13.0,0.0,13.0,13.0,493,572,81,37,18.6757,12,343,163,1,38.0,Windows,Heodo,MalwareBazaar
7d627999f40fd9c539410213828b168b11a7f16a04d6b0edc4b4f859ad65d2bc,473115,1,37.0,0.0,37.0,37.0,73,81,10,73,32.411,0,73,1475,14,32.0,Windows,Emotet,MalwareBazaar
16a33426361b131ba89ab11f4755addb3af26018f8615ce28f32d9bc49ead2d4,166372,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,281,1,0.0,Unknown,Unknown.Generic,Local
7adee043ce348ca26ee587f6f7ebc258924e70d848fe1e0cb7ec7e084977d990,1604608,0,60.0,0.0,60.0,60.0,5103,6447,1346,78,32.5823,13,403,6101,91,26.0,Windows,Win.Suspicious.Generic,MalwareBazaar
79cf69dfb121cfdd2652fc085ebbc4883d3c317e0af826655dfec2badc0d93e0,6003621,0,22.0,0.0,22.0,22.0,135,158,25,135,57.1556,0,135,10827,28,12.0,Windows,Emotet,MalwareBazaar
78878d33b2b48747694ce2fdb24e896cd9ba027b1d66c66c107cf415ed46b89b,7071157,0,65.5,0.0,65.5,65.5,56,93,39,56,16.2857,0,56,15565,251,12.0,Android,ClayRat,MalwareBazaar
78fb05a1970c5ca05c95a25ed769d4197c627fb4cd5448de7d84fb248e80296f,101808,0,37.0,0.0,37.0,37.0,13,25,14,13,3.9231,0,13,152,1,0.0,Android,MossadProxy,MalwareBazaar
7971da4b5b58fc85a6fb0917d7cf5b439e120486ddeb34c54fc772d86b7dea57,132608,0,21.0,0.0,21.0,21.0,26,30,6,26,10.9615,0,26,1886,97,0.0,Windows,Win.Injector.Generic,MalwareBazaar
7877401d04cefd50d20122e2758ff4ecc689bc75de31dc9503b611412f2ea8cc,10808320,1,76.0,0.0,76.0,76.0,159,213,56,159,57.1069,0,159,48794,2035,46.0,Windows,ACRStealer,MalwareBazaar
77472563931f3a24888298a3f770644f0d045997a20d0ccdbbac1363bbab62d0,188928,0,14.0,0.0,14.0,14.0,688,885,199,133,47.2279,17,356,68,4,10.0,Windows,Win.Generic,MalwareBazaar
76b4bbae58a2d240553c01fa0ae950527fb3009f983aceaaaa71649b4cdb4a7c,1946112,0,23.0,0.0,23.0,23.0,6033,5631,0,61,30.7463,26,400,17928,246,8.0,Windows,ACRStealer,MalwareBazaar
75fb0acb2fa6b15b19f97d14d431c6b7fc110358f59f6c3e33982ac515955331,13795873,0,29.5,0.0,29.5,29.5,19,28,11,19,6.5789,0,19,25347,146,4.0,Android,Android.Riskware.Installer,MalwareBazaar
76cdbbbd920cdc8a2b3ccbc33b39cdcfa344fb9bae0222b5ff376fa78d29b735,1305086,0,30.0,0.0,30.0,30.0,9,15,8,9,3.2222,0,9,2176,48,4.0,Android,JackSkid,MalwareBazaar
76232b1d67fea296f43b015207b6e1ccb1748cca1fc2b9a0224cbf33c542fb1a,5111808,0,20.0,0.0,20.0,20.0,2,1,1,2,1.5,0,2,4596,166,32.0,Windows,ACRStealer,MalwareBazaar
74e50e20c15b4d09920aba894c24dcbb92e491ef659eeb0a30e5f899894ea59c,2407975,0,66.0,0.0,66.0,66.0,150,192,44,150,56.8733,0,150,7713,400,32.0,Windows,Floxif,MalwareBazaar
74cc3547804d89c2d08c65e101446e28e89196ea05544ec4de2c8ad030132544,11775488,1,71.0,0.0,71.0,71.0,159,213,56,159,57.1069,0,159,30601,1054,46.0,Windows,ACRStealer,MalwareBazaar
7504898b17a9ce05eb9209128bcd0fb67d675a70c8c64f6f624d08b47b2fe3af,1952256,0,15.0,0.0,15.0,15.0,22,24,4,22,8.3182,0,22,7489,195,0.0,Windows,ACRStealer,MalwareBazaar
74aea14bcdd934fdc17eca1f8572ca3b2c22bde5c322ad0f64706cbf91862b41,20809744,1,38.0,0.0,38.0,38.0,157,183,28,157,66.3376,0,157,32009,51,4.0,Windows,CoinMiner,MalwareBazaar
5c9f3c404d5ea7405a236c01b8b598b3f794b246ec0c7e52450844518ebaf9f0,99599513,0,61.0,0.0,61.0,61.0,220,281,63,220,84.0091,0,220,225089,353,20.0,Android,Triada,MalwareBazaar
741aca19031424a134aed496b600b549c8b0852b020b805f8ed814533d433e53,65536,0,8.0,0.0,8.0,8.0,32,49,19,32,10.3125,0,32,346,13,0.0,Windows,Emotet,MalwareBazaar
73d01b435acb23edf723047c868d3b6e94559d59bdc2478089e9b3528492fc8a,7332628,0,78.0,0.0,78.0,78.0,35,71,38,35,9.3143,0,35,21663,345,4.0,Android,SpyNote,MalwareBazaar
744346bd46f139837bf2825206fa95d48ddf6dc078e341492b34b35743a0b297,410677,0,13.0,0.0,13.0,13.0,6,9,5,6,2.5,0,6,784,3,30.0,Android,Arsink,MalwareBazaar
72cc4362b7b6555efc9f0ae1a51724bbab72a19a1d707b43833b3ef68db9d001,13268808,1,45.0,0.0,45.0,45.0,145,177,34,145,58.1103,0,145,21832,37,16.0,Windows,SalatStealer,MalwareBazaar
7381168897d8d09b8570c8cd2efbf7f4209d1bfd4935360d6deecf77b562a7fa,3072,0,2.0,0.0,2.0,2.0,16,22,8,16,5.75,0,16,38,2,0.0,Windows,Win.Generic,MalwareBazaar
724dd5dad3c8c253663db43557712ac030b8228f9602030ff21ec61a5f9cb198,491593,1,34.0,0.0,34.0,34.0,76,83,9,76,34.7632,0,76,1418,5,32.0,Windows,Emotet,MalwareBazaar
7290353a3bc2b18e9ea574d3294b09e28edaa6b038285bb101cf09760f187dcd,179712,0,13.0,0.0,13.0,13.0,71,95,26,71,25.5634,0,71,154,3,10.0,Windows,AdaptixC2,MalwareBazaar
6e3c2366dba38e30a74c7d1a8790b55aea70c7da252e12fbf9d7d055911ac036,15861309,0,31.0,0.0,31.0,31.0,25,34,11,25,9.2,0,25,55636,4129,4.0,Android,Android.Riskware.Installer,MalwareBazaar
6e903365b95c58d682d2bf9022ee64c3d672870bede3ecc925022f32984358ca,940856,1,47.0,0.0,47.0,47.0,142,174,34,142,56.6549,0,142,2034,63,22.0,Windows,XWorm,MalwareBazaar
6f090c1a513f10aaf8d51f740de15f53bd2660ea2b48179dfbb9fd84bd7df807,571904,1,65.0,0.0,65.0,65.0,105,129,26,105,41.7333,0,105,2092,35,34.0,Windows,Emotet,MalwareBazaar
705c42dd63cd4b01a8a858d36948d58c824e67e1363df55183e4bb4dff6f1597,58880,0,13.0,0.0,13.0,13.0,503,585,84,36,18.0,12,342,145,1,38.0,Windows,Heodo,MalwareBazaar
70d0348face80ae89f7ff17f190f2a014f49decae63a5cfc2855ad9ebfd5f67e,58368,0,13.0,0.0,13.0,13.0,491,571,82,35,17.4857,12,341,128,1,38.0,Windows,Heodo,MalwareBazaar
689f36634c8bdef24108072891de18dc6382bd8954e78ce64b01755d8cea19c8,356352,0,13.0,0.0,13.0,13.0,492,569,79,33,17.0,12,343,130,1,38.0,Windows,Heodo,MalwareBazaar
698e1490e1d87b9ddd4136bae196709174ec8b9513f254bb42af45f640566291,3072,0,2.0,0.0,2.0,2.0,16,22,8,16,5.75,0,16,36,2,0.0,Windows,Win.Generic,MalwareBazaar
69f6938bd6fb402df9140b82e06d220b480768ed1ba47b4ecd9bf5124fba7e58,589312,0,18.0,0.0,18.0,18.0,119,145,28,119,47.7647,0,119,1434,88,6.0,Windows,Emotet,MalwareBazaar
6d58aefc8df90394a08e40b717146de9ecca92e87b667f14e33c13cfb6ca3e09,2758440,1,41.0,0.0,41.0,41.0,111,117,8,111,52.1802,0,111,17521,51,0.0,Windows,Win.Packed.Generic,MalwareBazaar
66d43a4b468333ffc209aa317e8752b8d67c2acc2dcde91e8aaefdeb19fd04e6,12322431,0,39.5,0.0,39.5,39.5,35,48,15,35,12.6,0,35,26154,62,20.0,Android,Android.Riskware.Installer,MalwareBazaar
677b0c49587c2ddc626b4e9a21aa161fad715abc8074ddacb553bd26f8eb4661,22016,0,70.0,0.0,70.0,70.0,55,83,30,55,17.3636,0,55,133,6,42.0,Windows,DonutLoader,MalwareBazaar
67d46c79cdd741bdff0446b1674035589023f82e1cbd6bb1666521ab1bd8b0cd,71168,1,30.0,0.0,30.0,30.0,23,29,8,23,8.8696,0,23,226,7,32.0,Windows,Win.Packed.Generic,MalwareBazaar
6828dcb4d6526999c531a4cb47a78fa1f2c16902256f0d309b051208410c1270,1296760,0,30.0,0.0,30.0,30.0,9,15,8,9,3.2222,0,9,2164,48,4.0,Android,JackSkid,MalwareBazaar
5fac6cd31ff0f16528342db837798bb0767bd8a6747177492df2bf74d4c51dab,571392,1,65.0,0.0,65.0,65.0,105,129,26,105,41.7333,0,105,2110,35,34.0,Windows,Emotet,MalwareBazaar
605d3f98e1ca4015f3c1ed75e66daa17bc08f1a93d454977a6c4f888a652ebb8,2056832,0,26.0,0.0,26.0,26.0,140,161,23,140,60.4429,0,140,5261,278,16.0,Windows,Vidar,MalwareBazaar
