sha256,file_size,packed,local_score,intel_score,score,heuristic_score,cfg_nodes,cfg_edges,cfg_cyclomatic,cfg_max_depth,cfg_avg_depth,cfg_loop_count,cfg_scc_count,strings_total_count,strings_b64_count,api_risk_score,platform,family,source
61ac11961911a76b3752982592e7903d621bf6c9cf51853cbdea3b18f7ff63fd,106116,0,17.0,0.0,17.0,17.0,6,10,6,6,2.5,0,6,453,3,0.0,Android,Mirai,MalwareBazaar
6469b020b69eda0df62411166d292141053219c4beaff2a9c4a62cf53d8c7ddc,1012224,0,26.0,0.0,26.0,26.0,111,117,8,111,52.1802,0,111,8337,529,0.0,Windows,CaminhoLoader,MalwareBazaar
648f4ee99b7c8bdb33376859eee319550cf0dba4493a7c947cac18ea7f6216c2,486400,1,31.0,0.0,31.0,31.0,61,61,2,30,11.6129,3,56,1313,4,22.0,Windows,Win.Packed.Generic,MalwareBazaar
6533f1457eedc39476100bdbb90be854461560b22e6ea99317e053eed9dd326b,78336,1,23.0,0.0,23.0,23.0,19,23,6,19,7.6316,0,19,701,614,0.0,Windows,Win.Packed.Generic,MalwareBazaar
5d4ad6640ec2846c1dfb439108cfad160beb850a541ec00980c20fc36e0944dc,8208936,1,57.0,0.0,57.0,57.0,130,151,23,130,55.5154,0,130,12986,234,20.0,Windows,Emotet,MalwareBazaar
5e48bbe1c62da18d4c0f2cca0f8855219c5a05f81c5fb64c1b4a0a6871fa8736,103094,0,10.0,0.0,10.0,10.0,6,9,5,6,2.5,0,6,194,1,30.0,Android,Arsink,MalwareBazaar
5af51f2ec97c8d378b521046ff7fa2af47e24a0d2e517060783f4ce04846f1ce,6414848,0,44.0,0.0,44.0,44.0,180,239,61,180,65.6667,0,180,19220,958,50.0,Windows,CoinMiner,MalwareBazaar
5d19ae63e0e62828f57e197b327fbb71d5827bce0557dee7ef1b1aa31df700bc,4153856,0,56.0,0.0,56.0,56.0,165,230,67,165,56.8,0,165,22283,266,64.0,Windows,Win.Suspicious.Generic,MalwareBazaar
5d3efd95113c0c2bf75aae8fc89d318123ecb178e4303b52cbf1ca7887357838,1065472,0,16.0,0.0,16.0,16.0,111,117,8,111,52.1802,0,111,3563,52,0.0,Windows,DarkTortilla,MalwareBazaar
fa73484d23b228d5f9418834800419942f362f8521a836c56cd0c1af697a39da,173153,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,281,1,0.0,Unknown,Unknown.Generic,Local
59ccd48279374377ac38f767764df31243b433c33a0df39daf005d950b5efba8,1097926,0,26.0,0.0,26.0,26.0,137,167,32,137,54.9854,0,137,2019,23,14.0,Windows,Emotet,MalwareBazaar
5a4eae20292dbcf6b7874bc5b7a77497da6d89438798daa40e84b29512decd84,58368,0,13.0,0.0,13.0,13.0,496,576,82,36,18.0,12,342,128,1,38.0,Windows,Heodo,MalwareBazaar
5a69c76991e5c1b6d2f46d9a300fa8902d3ff6fb6afcebeee91697743b0542b7,385024,1,23.0,0.0,23.0,23.0,62,68,8,62,27.8226,0,62,590,1,26.0,Windows,Emotet,MalwareBazaar
d06a04a57ebcd3be6c0f310966cef4892013d506a5b7daf5ebb8bcc46a05e608,32788,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,56,1,0.0,Unknown,Unknown.Generic,Local
580b39589c457f66e1feaa1f5e41830d1dc2091f31ec61dd393ca121bf3bed2e,8072614,0,43.5,0.0,43.5,43.5,73,101,30,73,25.2877,0,73,20089,322,8.0,Android,Joker,MalwareBazaar
5c852fd7458957b89d9b639c6cdede1dc9ab72c384661c4ebc0b3d201344133c,1525650,0,22.0,0.0,22.0,22.0,12,27,17,12,3.5,0,12,2201,25,30.0,Android,Android.Suspicious.Generic,MalwareBazaar
5c9b22633bb9c7f20fcd928e0093ac5debd1dabd7f42daa479725b5f2db38e91,1012224,1,36.0,0.0,36.0,36.0,174,237,65,174,61.569,0,174,3569,146,32.0,Windows,Emotet,MalwareBazaar
5cfee411d7ba4c997cb819bfa5f9c4993e20083a707af675945cd5c6ebc73fe1,809984,1,38.0,0.0,38.0,38.0,130,151,23,130,55.5154,0,130,1385,17,32.0,Windows,RustyStealer,MalwareBazaar
591d32aeae0554f744df8843727e794d33495ff0a4b90a9f7861ab526988ded7,58880,1,25.0,0.0,25.0,25.0,2381,3136,757,90,45.4725,25,338,60,0,0.0,Windows,Emotet,MalwareBazaar
5726b610b8df672e55f1368d32327b9c93fbe4734c3ded8307a4b4d3b927b9b1,10880512,0,38.0,0.0,38.0,38.0,143,181,40,143,54.9371,0,143,14090,12,28.0,Windows,Emotet,MalwareBazaar
59b0a83d7b4f07c0e6e1482f49fa1b1a7d9a33935af88348ea28ef81c8cec73b,118784,0,23.0,0.0,23.0,23.0,53,85,34,53,15.7736,0,53,383,30,22.0,Windows,Emotet,MalwareBazaar
595355daaa6aad284090210cd55c4a2e276c5263c83d2b202e1486d347af3701,4631421,0,22.0,0.0,22.0,22.0,6,11,7,6,2.3333,0,6,8456,12,30.0,Android,Arsink,MalwareBazaar
57580979dd87ab870adb9b179c4c89b614f8f432bec0f8e5ed9999a53c618805,1841288,0,26.0,0.0,26.0,26.0,140,161,23,140,60.4429,0,140,4310,248,22.0,Windows,Vidar,MalwareBazaar
57a0c3e671cca3737feec69673389805dafb16a59171d6c88184ee576c3cc532,3584,0,0.0,0.0,0.0,0.0,21,30,11,21,7.4286,0,21,20,0,0.0,Windows,Worm.Ramnit,MalwareBazaar
55e4a8425387a5ad4d63be81b36e39199d38ae6270828979440836708af1252c,16073841,0,31.0,0.0,31.0,31.0,12,20,10,12,4.0,0,12,50640,4005,0.0,Android,Android.Riskware.Installer,MalwareBazaar
53ff2c9e5a5c52c2c2b0b77383d61dd33d522dd9f087388d2251bd9a5fa13cee,10386330,0,47.5,0.0,47.5,47.5,121,136,17,121,53.595,0,121,71482,4913,16.0,Android,Android.Trojan.Overlay,MalwareBazaar
5612d72f0e7c57f029b1ee501f2dc400fae2358ff782aa9e8666eb0a92f3395b,486400,1,34.0,0.0,34.0,34.0,14,16,4,14,5.0714,0,14,1280,5,22.0,Windows,Win.Packed.Generic,MalwareBazaar
569ef3c50d8c1bb48729c04fc334f26f644ff799c7ba3a514610e85f53cca3d5,816790,0,22.0,0.0,22.0,22.0,6,8,4,6,2.5,0,6,2771,60,4.0,Android,Kimwolf,MalwareBazaar
56ac9eb8ca22f4b05b1d64872d4209440fc97413c1225141f268e22ae93d1edd,611902,0,30.0,0.0,30.0,30.0,11,19,10,11,3.7273,0,11,1095,35,4.0,Android,JackSkid,MalwareBazaar
5545062a887b83075d0dced66c75cc3beaf0268f68295f8a442565e2f5f8d3ea,6893256,1,66.0,0.0,66.0,66.0,180,241,63,180,65.0111,0,180,17369,361,42.0,Windows,Win.Packed.Generic,MalwareBazaar
57105a90e5e31454a355fb7d97d800f3645b151fe4ae207f76485f1105b9c18f,3584,0,5.0,0.0,5.0,5.0,16,22,8,16,5.75,0,16,42,3,0.0,Windows,Win.Generic,MalwareBazaar
56f6193794056ad2198ce52e11b84663eaa5a16a7e5aed0b0c054239a4e7f8b5,1558016,0,24.0,0.0,24.0,24.0,140,169,31,140,57.2143,0,140,2448,444,26.0,Windows,Formbook,MalwareBazaar
57179df82491963b6f773e7a5840c899d10b6847d104a9e4dd15a22c5bcb4e1e,643136,0,36.0,0.0,36.0,36.0,146,215,71,146,47.1301,0,146,1839,83,52.0,Windows,Emotet,MalwareBazaar
574244157302423f04971fb2c348a4ae598a67b15f1a2edda0b2ea3cfcc0a4d9,288780,0,26.0,0.0,26.0,26.0,76,106,32,76,26.0789,0,76,654,23,14.0,Windows,Emotet,MalwareBazaar
540dfbef1bc65462cac88ad24a6d5cea867d9b392e9f8ae66c20ee49f4002793,1578496,1,36.0,0.0,36.0,36.0,153,182,31,153,63.5686,0,153,17306,2006,22.0,Windows,Emotet,MalwareBazaar
2c5bc2c4ec802a3f138a7a94dbcdab2c915e885590d4756685f669a685fc4365,58368,0,13.0,0.0,13.0,13.0,496,576,82,36,18.0,12,342,136,1,38.0,Windows,Heodo,MalwareBazaar
024d729bb1340e093d8d114c925fc0cd3ec4b90592bee28d0ad59da8649857fa,367743,1,25.0,0.0,25.0,25.0,59,65,8,59,26.339,0,59,741,14,0.0,Windows,Emotet,MalwareBazaar
41e9efe5518a8cc6740f5f241b0a435335a27a538dbfad1751e85830fe5c05be,782848,0,24.0,0.0,24.0,24.0,157,209,54,157,56.8153,0,157,1908,69,46.0,Windows,Emotet,MalwareBazaar
16d78af06824bad0628cc7fdd2d3486e4eb0f17964a758351b4f3b088e065205,3593728,1,20.0,0.0,20.0,20.0,111,117,8,111,52.1802,0,111,5862,0,22.0,Windows,SalatStealer,MalwareBazaar
a73d13cdc00c5b35a03c7336f6de2c9a17fb3a5a7ba9b798e7e8e9a11e332f09,143541,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,235,1,0.0,Unknown,Unknown.Generic,Local
22fc997ac6c6a621ea50f6c15a124432e9a9e0c2f86bb9a9014b513207cacdf0,648920,0,28.0,0.0,28.0,28.0,119,148,31,119,47.0168,0,119,980,25,14.0,Windows,RemcosRAT,MalwareBazaar
0452908a27eb9abf853e8d1b099322a77f2ecb4096be26499457f844de273377,129024,0,13.0,0.0,13.0,13.0,580,682,104,39,19.3846,11,346,291,1,38.0,Windows,Heodo,MalwareBazaar
167d491785e99c6aec1e23ef064eceb9e7ac81af33262d7e3d3e51cc8759ce70,1564672,1,63.0,0.0,63.0,63.0,111,117,8,111,52.1802,0,111,3752,154,0.0,Windows,Emotet,MalwareBazaar
07cd03e2082bcb0b890cc59ce4c770d1a095ac6f1ae9cf999f5542555c56f841,1533440,0,27.0,0.0,27.0,27.0,111,117,8,111,52.1802,0,111,3862,377,0.0,Windows,Win.Injector.Generic,MalwareBazaar
372607bbdf97e253a8970876a4bb1c9419859a9b0bd9d421750f17c28995017e,829612,0,78.0,0.0,78.0,78.0,35,71,38,35,9.3143,0,35,3689,73,4.0,Android,SpyNote,MalwareBazaar
3eca2d75b0cfc8e13590a9d2e41691863dd3c7d3fe506f3ebf4c5bdacfd21451,338472,0,38.0,0.0,38.0,38.0,82,112,32,82,28.8171,0,82,745,29,14.0,Windows,GuLoader,MalwareBazaar
4b7ff1442740140182512514df9d8500de558339b868242a29f4dcd9b89c2861,654336,0,8.0,0.0,8.0,8.0,99,107,10,99,45.303,0,99,514,43,0.0,Windows,Vidar,MalwareBazaar
23468bb2042bb18d50f25d04d3a4d3a793e039a52a8dea9559e15289a95468ec,1311039,0,30.0,0.0,30.0,30.0,9,15,8,9,3.2222,0,9,2171,48,4.0,Android,JackSkid,MalwareBazaar
3cbdfbcb6ecb5bc2bdf5b8f1ce8c18b8f67c19ccfceb6cc21fb006f3916d4d61,845824,0,16.0,0.0,16.0,16.0,111,117,8,111,52.1802,0,111,7662,1121,0.0,Windows,Win.Generic,MalwareBazaar
2ccb45525205729f2412b3e39079b2fdef8939894bb208cf7bed413edf581535,241664,0,11.0,0.0,11.0,11.0,54,68,16,54,20.8333,0,54,806,19,22.0,Windows,Emotet,MalwareBazaar
02ac0e62a15f00a502e13803fe7595a1bb129959fdf78b95948dc8b4d34df969,374272,0,21.0,0.0,21.0,21.0,77,100,25,77,29.026,0,77,708,18,22.0,Windows,Emotet,MalwareBazaar
08039481f17de1a125763d6dadc9a91615fa027ad42a4f42d886b94063a94822,186368,0,0.0,0.0,0.0,0.0,42,50,10,42,17.2143,0,42,209,1,0.0,Windows,Emotet,MalwareBazaar
37e5f03feec4e01dda142afcafdaacc137cdfec4f895e80307785b9620caa25c,227328,0,4.0,0.0,4.0,4.0,62,76,16,62,24.6613,0,62,27,4,0.0,Windows,Win.Generic,MalwareBazaar
201cdcdf12ce24224cb1c7607220d99598cb1ebbde2ec4d2c2f2cf8783cab799,17786440,0,31.0,0.0,31.0,31.0,25,34,11,25,9.2,0,25,58990,4129,4.0,Android,Android.Riskware.Installer,MalwareBazaar
153818521e7c5e6dd8c0b1c9f2b48e14d8634f132a57ccc7b98e881702804c20,2497024,1,36.0,0.0,36.0,36.0,26,25,1,9,5.3077,0,26,4900,95,10.0,Windows,ACRStealer,MalwareBazaar
170852ad01f40abf3922f8520fa170a5965038fa28f0b1878c1cbae4b7424f05,940856,1,47.0,0.0,47.0,47.0,142,174,34,142,56.6549,0,142,2032,63,22.0,Windows,RemcosRAT,MalwareBazaar
51b187d9941dff77a25d26fc6d33c2eea533ff6d1e590e3e4c872685933c1e1d,14334306,0,31.0,0.0,31.0,31.0,26,38,14,26,8.6538,0,26,50950,4096,0.0,Android,Android.Riskware.Installer,MalwareBazaar
54c478b499829a41f57edf93753b9842ab67dc13cff2cc1326ad7ced2f3dc0b9,2184840,0,45.0,0.0,45.0,45.0,7,15,10,7,2.2857,0,7,4698,56,8.0,Android,Kimwolf,MalwareBazaar
3ecc30d78ba8a9313372e67674a876beb5dbadc80ed825abb9336274405a5e6e,51124256,0,80.5,0.0,80.5,80.5,220,278,60,220,84.7273,0,220,144053,847,4.0,Android,Joker,MalwareBazaar
4c192817f54f244f3988505f6d6ac3ac5205ab6051fabb5b4419be5a9c529dd6,374784,0,14.0,0.0,14.0,14.0,60,66,8,60,26.8333,0,60,4531,266,0.0,Windows,SheetRAT,MalwareBazaar
236c78a9aaf7542088ace5fbc7dac5575a879496807a2b3500ea3d26365b5e82,1852928,0,13.0,0.0,13.0,13.0,7,6,1,7,4.0,0,7,7523,172,0.0,Windows,ACRStealer,MalwareBazaar
434fe31c97eb8cb0b0a917ac582bba2fff11e02544425164fca7cee520d239f9,941368,1,47.0,0.0,47.0,47.0,142,174,34,142,56.6549,0,142,2031,63,22.0,Windows,RemcosRAT,MalwareBazaar
390806eadfb9c5d57aa3e5d7db949be33d87b00778db029c7d27c202fa550bb4,1005056,0,23.0,0.0,23.0,23.0,157,191,36,157,63.1783,0,157,5335,157,38.0,Windows,Win.Generic,MalwareBazaar
1afc8097bd7d9268602e2953ed58cea4487b2760af35d3d429703495bff0a5e6,12571648,0,53.0,0.0,53.0,53.0,130,147,19,130,57.1923,0,130,35237,1695,22.0,Windows,SalatStealer,MalwareBazaar
2ccbf63166810474169cc1d632b6a651db67a2b139b785c4639535962d6ed0e0,787968,1,22.0,0.0,22.0,22.0,7,6,1,7,4.0,0,7,2103,2,22.0,Windows,Win.Packed.Generic,MalwareBazaar
0bd64f2bfd3b3d5427adfeb8bb72d2522d9758c80995bcf09a60c8631e0f1d34,811401,0,78.0,0.0,78.0,78.0,35,71,38,35,9.3143,0,35,3657,73,4.0,Android,SpyNote,MalwareBazaar
0a375c52851b79c5d3be0d18025940bee5f68501c8e18334264f116775e57fa7,400384,1,29.0,0.0,29.0,29.0,63,69,8,63,28.3175,0,63,1076,30,0.0,Windows,Emotet,MalwareBazaar
44f19dbf1059e3a5f5e424ce28695d3eaa7dbe6a7ec9c9855486714dea80f53a,3072,0,2.0,0.0,2.0,2.0,16,22,8,16,5.75,0,16,38,2,0.0,Windows,Win.Generic,MalwareBazaar
017849e593fb62b78b65843da6af9ec5dbe85623a38b238c60a21ea5866ec600,1405952,1,29.0,0.0,29.0,29.0,106,110,6,106,50.6132,0,106,3205,72,0.0,Windows,RemcosRAT,MalwareBazaar
139bf62f701613c60d5b18b5468aa32d555c147605c8a43465039f966b578cf2,5267459,0,14.0,0.0,14.0,14.0,122,133,13,122,55.8443,0,122,5807,26,0.0,Windows,WannaCry,MalwareBazaar
396e6e07928abd8a61b6cca0fd3b7cd09cf303c3211ec1333fc820159de8c42c,212992,0,21.0,0.0,21.0,21.0,54,72,20,54,19.537,0,54,705,9,22.0,Windows,Emotet,MalwareBazaar
240e2575f20c75c6b5e2ea69bc0f0d9675ffd3fea315ca818bcbee2572ee972f,2181120,1,77.0,0.0,77.0,77.0,111,117,8,111,52.1802,0,111,10770,949,0.0,Windows,QuasarRAT,MalwareBazaar
1b5e293b8a284ddd3cbb6949adb8d1709337d6d4a129159d9aa4d04448506f6c,3969152,1,41.0,0.0,41.0,41.0,140,161,23,140,60.4429,0,140,7130,279,16.0,Windows,WallStealer,MalwareBazaar
2d04db4989b20f9b9a4b77ff3e14bdb2112159a9172cb186a623de5d65cc8fb6,1111040,0,13.0,0.0,13.0,13.0,5320,4920,0,69,32.7662,31,428,5643,11,0.0,Windows,ACRStealer,MalwareBazaar
3d50311657f285410f8828a47571d97265b8e2f1067187b0c79a7f2c0766d217,861696,0,16.0,0.0,16.0,16.0,111,117,8,111,52.1802,0,111,6404,1010,0.0,Windows,Win.Generic,MalwareBazaar
0cd22dac5b9c62d397e890ba01bfd978db6abdd0628dd4918b163a4806b8d151,626688,0,30.0,0.0,30.0,30.0,143,210,69,143,46.3217,0,143,1571,80,58.0,Windows,Emotet,MalwareBazaar
1bf9c16cb7c1faae7fa99a57c5d091cbd1e6d5f3c0d79693a3b0990a8b58367d,5432419,0,39.5,0.0,39.5,39.5,11,20,11,11,3.7273,0,11,10140,39,0.0,Android,Android.Riskware.Installer,MalwareBazaar
53c0fd7ee5d286a84725a9c7443d9b35f10ace5c0971d63f2c3bc18e814cff43,1164382,0,26.0,0.0,26.0,26.0,141,171,32,141,56.9291,0,141,8038,112,22.0,Windows,DCRat,MalwareBazaar
3b63193b80192cb258d434e8e9ad61f221c25c6603a6c92fc6ccee5c18f7dfd7,369664,1,43.0,0.0,43.0,43.0,93,132,41,93,31.5161,0,93,1370,52,36.0,Windows,Emotet,MalwareBazaar
44f23052f2fd19cafef38adb1d146e348a8bd9b61c4ce608ad062440ec364286,1008440,1,47.0,0.0,47.0,47.0,142,174,34,142,56.6549,0,142,2067,64,22.0,Windows,RemcosRAT,MalwareBazaar
1c67a716387ec64bc9fc591313f2e76d9bac2f106d0549c85fc9d7fc4820e739,36864,0,12.0,0.0,12.0,12.0,19,25,8,19,7.0526,0,19,650,46,0.0,Windows,AsyncRAT,MalwareBazaar
141d8dd9c235560984db345a6414c17c5fed18e5b2106f240a58f3cdcc9f9584,380416,1,31.0,0.0,31.0,31.0,61,67,8,61,27.3279,0,61,1166,29,0.0,Windows,Emotet,MalwareBazaar
26b77b3fc1caf1e76b1a3c65f384804b0461bf74fed0eb6596632693c4cd8135,344064,1,33.0,0.0,33.0,33.0,12,13,3,12,5.25,0,12,1000,4,22.0,Windows,Win.Packed.Generic,MalwareBazaar
4e8b93c315302fd961961d214e69975718d7f3422316ad5271a2cf1d4cec0f45,7360512,0,20.0,0.0,20.0,20.0,2,1,1,2,1.5,0,2,4619,166,32.0,Windows,ACRStealer,MalwareBazaar
2d1f82ffe2e3ab1a52e3b34e54126ca063cb8b84424138d77338c106950c22ec,384512,1,23.0,0.0,23.0,23.0,61,67,8,61,27.3279,0,61,635,1,26.0,Windows,Emotet,MalwareBazaar
00bc6e071114667009b909e098cdbc56af4bf1e135624315c6e68a771ecef56b,610326,0,30.0,0.0,30.0,30.0,144,214,72,144,45.75,0,144,1449,199,58.0,Windows,Emotet,MalwareBazaar
0d4382170cd8e23611d31dc57a73c77af0d386031c907e10097ab6fd5554b642,58880,0,13.0,0.0,13.0,13.0,579,682,105,38,19.0263,11,345,146,1,38.0,Windows,Heodo,MalwareBazaar
3c461d43492cb5c5b720ccc6e1e1c17397c74433b558b2dac19774805f92b7fc,4719240,1,66.0,0.0,66.0,66.0,180,241,63,180,65.0111,0,180,21020,1698,42.0,Windows,Win.Packed.Generic,MalwareBazaar
45e561732f51c86136add911e40f0106d62aa8d6bf7427393ea9afacd4adf6fd,118784,1,18.0,0.0,18.0,18.0,54,70,18,54,20.1667,0,54,151,3,0.0,Windows,Win.Packed.Generic,MalwareBazaar
1d00b4c41ea980355335327a35a51ceb7b0365e2159a3a2826d969f506572185,1841288,0,26.0,0.0,26.0,26.0,140,161,23,140,60.4429,0,140,4372,247,22.0,Windows,Vidar,MalwareBazaar
275bf4063b21fd2c5082b240d8db243e19f3bc1d02652dd3c85e3a59c236994c,560544,0,28.0,0.0,28.0,28.0,108,137,31,108,41.7222,0,108,872,23,14.0,Windows,RemcosRAT,MalwareBazaar
fa36e7a8fc3a940aa4af967472b281478893b6d6ba4d0cf5135aadcaf8ef9d9e,353153,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,572,1,0.0,Unknown,Unknown.Generic,Local
3a4b0f50ea3eac55e22cbf24d873f9a1632d8f71e1fba91178c539030626ab32,2182144,1,77.0,0.0,77.0,77.0,111,117,8,111,52.1802,0,111,10770,909,0.0,Windows,QuasarRAT,MalwareBazaar
2e51daa305891ae8c03beb20f3b77b40727d24ad9f51e9899606ee7c1e76ead2,588942,0,30.0,0.0,30.0,30.0,6,10,6,6,2.5,0,6,1018,29,0.0,Android,JackSkid,MalwareBazaar
501738b2515bb3e418091fc3cd9408ee7f8d84b527c643be1ed6f8057353b20e,24064,0,8.0,0.0,8.0,8.0,17,23,8,17,6.1765,0,17,460,8,0.0,Windows,PhantomStealer,MalwareBazaar
0e42e5927b3e7628d578f609700ed180d5dece5d0639a681b96f183e22c8ac8a,5267459,0,14.0,0.0,14.0,14.0,122,133,13,122,55.8443,0,122,6421,26,0.0,Windows,WannaCry,MalwareBazaar
1d2f1a8c2962658d14927983d05a370aae179f6d010fade109a6a5d918e9be84,5267459,0,14.0,0.0,14.0,14.0,122,133,13,122,55.8443,0,122,6040,28,0.0,Windows,WannaCry,MalwareBazaar
468a08bdc8fdccd23edbcdcc59289473c7599c7e09a75f23578adf0ffe227874,1307136,0,13.0,0.0,13.0,13.0,6484,6064,0,83,35.4157,22,448,9024,102,16.0,Windows,ACRStealer,MalwareBazaar
09bdb0fb2e5689963f8375783abf0d87d2dbccc6a7ed8b03d7a53af29ab2c4d6,896512,0,44.0,0.0,44.0,44.0,167,235,70,167,56.5449,0,167,3342,155,86.0,Windows,Emotet,MalwareBazaar
27b8eeb5d1b46e1afa170b998830fe0958f08a2a9dfe7130df607c86ad42fb33,5448803,0,39.5,0.0,39.5,39.5,11,20,11,11,3.7273,0,11,10102,39,0.0,Android,SpyNote,MalwareBazaar
204edbbd9ab906160ea75c77681a47a21f018f18eca0927a901df6fe24fbd532,1175528,0,45.0,0.0,45.0,45.0,7,15,10,7,2.2857,0,7,3046,56,8.0,Android,Kimwolf,MalwareBazaar
2eaf25d2c99eb49743060031a22428bb7c8e78a99869638cfe43b977dda57f22,1121897,0,22.0,0.0,22.0,22.0,141,171,32,141,56.9291,0,141,2802,55,22.0,Windows,Emotet,MalwareBazaar
0e4d7fc19fc912a50e26ef99ca954613c480a3d05155bd23e3d78cf52ec0e90e,306688,0,27.0,0.0,27.0,27.0,69,87,20,69,26.5942,0,69,664,27,32.0,Windows,ValleyRAT,MalwareBazaar
212fff7721e43dff7db6bd7a5df41d57dac21bbf9a9c7c952e5a4a11092761b7,903168,0,21.0,0.0,21.0,21.0,148,183,37,148,58.8108,0,148,1797,57,16.0,Windows,Emotet,MalwareBazaar
0b8682fe1ee1d9a8ad485452179e9c8651c682660591077e0fb7077e89af81bd,660992,1,33.0,0.0,33.0,33.0,127,156,31,127,50.8898,0,127,2227,60,6.0,Windows,Emotet,MalwareBazaar
2063030918df932a61673559f99e51cc47f3436337f94afb2e8acaafa84289ff,26004713,0,20.5,0.0,20.5,20.5,26,32,8,26,10.2692,0,26,55998,360,0.0,Android,Arsink,MalwareBazaar
1d9427b7739d112e11fefe58ece6d8d3758e10198d978c4cc812a10eaac0941c,5267459,0,14.0,0.0,14.0,14.0,122,133,13,122,55.8443,0,122,6243,26,0.0,Windows,WannaCry,MalwareBazaar
2874f19d385565b1c5d5e630163aef1d87280af5de2cba4a583ab683768df1f4,705536,1,39.0,0.0,39.0,39.0,148,201,55,148,52.6081,0,148,2185,100,40.0,Windows,Emotet,MalwareBazaar
46e5089050d2af12f462978cfcba2f4074ff3e89e801926f69206e9ece8c04c3,437060,1,39.0,0.0,39.0,39.0,110,160,52,110,35.8818,0,110,919,69,46.0,Windows,Emotet,MalwareBazaar
090348d561eca62352f6a5e129fdcdf81ba1cbdcf45b9fa86f16c77d8aaa0f25,11236864,1,65.0,0.0,65.0,65.0,159,213,56,159,57.1069,0,159,40461,1077,46.0,Windows,ACRStealer,MalwareBazaar
3b2850cd8a54bfdb4c52c45f541c4d97047a28b19d034bbec609389b19019094,2000384,0,44.0,0.0,44.0,44.0,168,237,71,168,57.0,0,168,3429,152,86.0,Windows,Emotet,MalwareBazaar
2f595b306756f39b0d525b19d5f5c1d50a5e6761ea049a63a390ec3e6709a2ba,3003919,0,31.0,0.0,31.0,31.0,27,38,13,27,9.5556,0,27,7660,67,0.0,Android,MoqHao,MalwareBazaar
3ee7037e1cc12a0beb3b58e12614858e63979845c05247a3bf7d52a6b54148d3,2973696,0,40.0,0.0,40.0,40.0,171,235,66,171,59.5614,0,171,5385,192,30.0,Windows,Win.Suspicious.Generic,MalwareBazaar
1b87f2ef8a0150578ab639316e6f392ccac181c9fa18df5a04ccc56963644d02,5410101,1,37.0,0.0,37.0,37.0,135,158,25,135,57.1556,0,135,9884,27,12.0,Windows,Emotet,MalwareBazaar
0e70671889e441e9926c6a731ce722797526a7ebf785d4c8cd5fa6ae671c8924,282624,0,28.0,0.0,28.0,28.0,84,129,47,84,26.0714,0,84,893,67,30.0,Windows,Emotet,MalwareBazaar
3e6edebc2da9a4a80507eeb7abf529c9c3a70201927f1ae864f9f257ca64bc2e,17423890,0,18.0,0.0,18.0,18.0,28,33,7,28,11.9286,0,28,41034,359,30.0,Android,Arsink,MalwareBazaar
3f4197e11f3302d776639170a8ed193aba1960aabd1ae98e2ff7e9c59e8ef23a,612864,1,31.0,0.0,31.0,31.0,89,95,8,89,41.2247,0,89,2704,141,0.0,Windows,Win.Packed.Generic,MalwareBazaar
0172d6141fc03c2e152caf35dce6c90cc0cec4f303de270f09136b93f1e99bcf,3919308,0,92.0,0.0,92.0,92.0,59,96,39,59,17.4407,0,59,11889,327,8.0,Android,SpyNote,MalwareBazaar
1de78794bda5c92ce8c2369394e48a4a3013b3a6a3a2297acdf30c82f546a29f,2008064,0,76.0,0.0,76.0,76.0,145,186,43,145,55.1862,0,145,3962,149,54.0,Windows,RustyStealer,MalwareBazaar
3f4c9b68876000a2cf20ba8804cbb7fa74064a8dd39253733371486d2a8fc83a,2216938,0,31.0,0.0,31.0,31.0,13,29,18,13,3.6923,0,13,4616,61,30.0,Android,Android.Suspicious.Generic,MalwareBazaar
291543374d0ee4f983132128dcef16ebc8c058f07b1dc1b1f7d7e11d189fd42a,63488,0,12.0,0.0,12.0,12.0,22,28,8,22,8.4091,0,22,1113,148,0.0,Windows,AsyncRAT,MalwareBazaar
479e4ead60a894c73202faba0c9ebf5762fee19e7d3ceed4af66cf710bb83b05,571392,1,65.0,0.0,65.0,65.0,105,129,26,105,41.7333,0,105,2110,35,34.0,Windows,Emotet,MalwareBazaar
57c9f734aa3e023f4c837b6f23ced1fb9a5ba6c722110a7484e1f41bb3f0859d,16740,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,33,1,0.0,Unknown,Unknown.Generic,Local
0f6491a71f06d4468f37e04ca5a09df3487fc03c4a04cc73263720c144cde600,1162240,0,12.0,0.0,12.0,12.0,9,9,2,9,4.5556,0,9,3014,65,0.0,Windows,ACRStealer,MalwareBazaar
400b411a9bffd687c5e74f51d43b7dc92cdb8d5ca9f674456b75a5d37587d342,102400,0,23.0,0.0,23.0,23.0,53,88,37,53,15.4528,0,53,816,33,12.0,Windows,Emotet,MalwareBazaar
1e6e27faa7f8314b2e61745e8e9ba5ae1a7a32666adfbd828b3c8c9a3e57da99,802304,0,78.0,0.0,78.0,78.0,152,193,43,152,58.5395,0,152,2083,49,54.0,Windows,Win.Injector.Generic,MalwareBazaar
